HC_RANDOM_RESTART;HC;["1"];1;Sphere;6;[10000];
{50001;0;[];0;50001;18116.983605289628;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.8491031468478, -63.50380214930907, -69.33244827135807]}
{50002;0;[];0;50002;18122.43733827615;[-13.73433246630405, 7.102241559357083, 57.363367194695144, 75.8491031468478, -63.50380214930907, -69.33244827135807]}
{50003;0;[];0;50003;18111.609872303106;[-13.334332466304051, 7.102241559357083, 57.363367194695144, 75.8491031468478, -63.50380214930907, -69.33244827135807]}
{50004;0;[];0;50004;18114.182708665885;[-13.53433246630405, 6.9022415593570825, 57.363367194695144, 75.8491031468478, -63.50380214930907, -69.33244827135807]}
{50005;0;[];0;50005;18119.864501913373;[-13.53433246630405, 7.302241559357083, 57.363367194695144, 75.8491031468478, -63.50380214930907, -69.33244827135807]}
{50006;0;[];0;50006;18094.07825841175;[-13.53433246630405, 7.102241559357083, 57.16336719469514, 75.8491031468478, -63.50380214930907, -69.33244827135807]}
{50007;0;[];0;50007;18139.968952167506;[-13.53433246630405, 7.102241559357083, 57.56336719469515, 75.8491031468478, -63.50380214930907, -69.33244827135807]}
{50008;0;[];0;50008;18086.68396403089;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.64910314684779, -63.50380214930907, -69.33244827135807]}
{50009;0;[];0;50009;18147.363246548368;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 76.0491031468478, -63.50380214930907, -69.33244827135807]}
{50010;0;[];0;50010;18142.425126149352;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.8491031468478, -63.70380214930907, -69.33244827135807]}
{50011;0;[];0;50011;18091.622084429906;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.8491031468478, -63.303802149309064, -69.33244827135807]}
{50012;0;[];0;50012;18144.756584598174;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.8491031468478, -63.50380214930907, -69.53244827135808]}
{50013;0;[];0;50013;18089.290625981084;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.8491031468478, -63.50380214930907, -69.13244827135807]}
{50014;0;[];0;50014;18092.13769701741;[-13.73433246630405, 7.102241559357083, 57.363367194695144, 75.64910314684779, -63.50380214930907, -69.33244827135807]}
{50015;0;[];0;50015;18081.31023104437;[-13.334332466304051, 7.102241559357083, 57.363367194695144, 75.64910314684779, -63.50380214930907, -69.33244827135807]}
{50016;0;[];0;50016;18083.883067407147;[-13.53433246630405, 6.9022415593570825, 57.363367194695144, 75.64910314684779, -63.50380214930907, -69.33244827135807]}
{50017;0;[];0;50017;18089.56486065463;[-13.53433246630405, 7.302241559357083, 57.363367194695144, 75.64910314684779, -63.50380214930907, -69.33244827135807]}
{50018;0;[];0;50018;18063.77861715301;[-13.53433246630405, 7.102241559357083, 57.16336719469514, 75.64910314684779, -63.50380214930907, -69.33244827135807]}
{50019;0;[];0;50019;18109.66931090877;[-13.53433246630405, 7.102241559357083, 57.56336719469515, 75.64910314684779, -63.50380214930907, -69.33244827135807]}
{50020;0;[];0;50020;18056.46432277215;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.44910314684779, -63.50380214930907, -69.33244827135807]}
{50021;0;[];0;50021;18116.983605289628;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.8491031468478, -63.50380214930907, -69.33244827135807]}
{50022;0;[];0;50022;18112.125484890614;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.64910314684779, -63.70380214930907, -69.33244827135807]}
{50023;0;[];0;50023;18061.322443171164;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.64910314684779, -63.303802149309064, -69.33244827135807]}
{50024;0;[];0;50024;18114.45694333943;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.64910314684779, -63.50380214930907, -69.53244827135808]}
{50025;0;[];0;50025;18058.990984722346;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.64910314684779, -63.50380214930907, -69.13244827135807]}
{50026;0;[];0;50026;18061.91805575867;[-13.73433246630405, 7.102241559357083, 57.363367194695144, 75.44910314684779, -63.50380214930907, -69.33244827135807]}
{50027;0;[];0;50027;18051.09058978563;[-13.334332466304051, 7.102241559357083, 57.363367194695144, 75.44910314684779, -63.50380214930907, -69.33244827135807]}
{50028;0;[];0;50028;18053.663426148407;[-13.53433246630405, 6.9022415593570825, 57.363367194695144, 75.44910314684779, -63.50380214930907, -69.33244827135807]}
{50029;0;[];0;50029;18059.34521939589;[-13.53433246630405, 7.302241559357083, 57.363367194695144, 75.44910314684779, -63.50380214930907, -69.33244827135807]}
{50030;0;[];0;50030;18033.55897589427;[-13.53433246630405, 7.102241559357083, 57.16336719469514, 75.44910314684779, -63.50380214930907, -69.33244827135807]}
{50031;0;[];0;50031;18079.44966965003;[-13.53433246630405, 7.102241559357083, 57.56336719469515, 75.44910314684779, -63.50380214930907, -69.33244827135807]}
{50032;0;[];0;50032;18026.32468151341;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.24910314684779, -63.50380214930907, -69.33244827135807]}
{50033;0;[];0;50033;18086.68396403089;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.64910314684779, -63.50380214930907, -69.33244827135807]}
{50034;0;[];0;50034;18081.905843631874;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.44910314684779, -63.70380214930907, -69.33244827135807]}
{50035;0;[];0;50035;18031.102801912424;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.44910314684779, -63.303802149309064, -69.33244827135807]}
{50036;0;[];0;50036;18084.23730208069;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.44910314684779, -63.50380214930907, -69.53244827135808]}
{50037;0;[];0;50037;18028.771343463606;[-13.53433246630405, 7.102241559357083, 57.363367194695144, 75.44910314684779, -63.50380214930907, -69.13244827135807]}
{50038;0;[];0;50038;18031.77841449993;[-13.73433246630405, 7.102241559357083, 57.363367194695144, 75.24910314684779, -63.50380214930907, -69.33244827135807]}
{50039;0;[];0;50039;18020.95094852689;[-13.334332466304051, 7.102241559357083, 57.363367194695144, 75.24910314684779, -63.50380214930907, -69.33244827135807]}
{50040;0;[];0;50040;18023.52378488967;[-13.53433246630405, 6.9022415593570825, 57.363367194695144, 75.24910314684779, -63.50380214930907, -69.33244827135807]}
