GWO;GWO;["30"];1;Schwefel226;6;[10000];
{90001;0;[];0;90001;-490.34059233904287;[-325.21229619391323, 272.7971096205465, 207.6586528116013, -495.62710277654134, 390.8590881630556, 332.2992733182606]}
{90002;0;[];0;90002;619.6777089265527;[-102.25504770668539, -376.1506740559116, 287.8570474440056, -398.2559083799948, -371.9342896831744, -307.3271579904978]}
{90003;0;[];0;90003;537.0928736665173;[-124.53135753184017, -391.6336812992638, -460.64342194976007, 474.51114160024485, 338.729581802319, -64.51176675782102]}
{90004;0;[];0;90004;524.3600209941244;[-232.95214254250118, -104.61729513633634, -168.99200047537744, -403.00011184769494, -55.273280279682126, 1.3888549551180631]}
{90005;0;[];0;90005;-392.30861294444804;[-61.445045887147955, -390.0400739894545, 401.20396701731886, -41.37502775995961, -282.5923739620463, -264.864019973599]}
{90006;0;[];0;90006;-392.2821250862601;[-1.0706659565236123, 372.35964098898216, 132.66279460110695, -304.67925225306055, 108.83969596299596, 226.35709639020638]}
{90007;0;[];0;90007;587.5963756132444;[-180.18405496838972, 283.56725125246487, -424.68187773703426, 162.6507750234706, 375.6400383466929, -246.9579755356567]}
{90008;0;[];0;90008;466.46911271887666;[131.3267895659311, 84.96246585071833, -426.99344002415364, -266.417355522229, 361.24689678951665, 498.2983005904231]}
{90009;0;[];0;90009;587.0864316683552;[366.1216063567441, -256.69174915392614, 268.67753124463036, -433.42849386709383, -205.5038097924787, 8.859757950475796]}
{90010;0;[];0;90010;-78.0982420709133;[327.1261255411256, -295.3842781737067, 110.28080998502082, 482.46794557197575, -356.5572717628212, 231.99998683700858]}
{90011;0;[];0;90011;162.47082845415306;[-265.957702966662, 152.91979429928494, -187.02339734180185, -465.3187302283597, 205.31966276391915, -228.63754843539374]}
{90012;0;[];0;90012;208.82400595377183;[-174.89231463737042, -149.3831919173303, -217.08948051753265, -178.1368477829758, -308.27676639057034, 265.0658439700229]}
{90013;0;[];0;90013;-267.48414304629637;[-159.454788729092, -280.7410707737557, -261.6191221924382, 226.0640184650863, -193.3650505367247, 351.41979789491575]}
{90014;0;[];0;90014;256.44594946240966;[-407.3452419513127, 459.7411717155569, 230.9960567935152, -124.54511590261717, -379.0761600081313, 261.3747078293252]}
{90015;0;[];0;90015;694.7696477023705;[-480.5685630308495, -395.0023661135033, -117.13732025153422, -120.94189271274416, -210.35611315142978, -442.02249777305923]}
{90016;0;[];0;90016;-37.57359195877958;[58.77724847345553, 468.4354175133748, 85.42559415538847, 301.90738663489253, 186.14556662418295, -59.377317956159516]}
{90017;0;[];0;90017;809.2177506401064;[50.339804950636335, -440.650182446622, -456.17187269470315, 251.1872328422686, -474.70372016823035, -363.08894514550406]}
{90018;0;[];0;90018;-151.26356331017598;[344.5509487745361, -56.98226888332914, 234.21508277064345, -31.79131426666902, -104.88030987677479, 230.49121715866636]}
{90019;0;[];0;90019;-682.321781064356;[-380.48962165180103, 48.65201094038048, 178.75288521364166, 452.55778935504, 384.875851557974, -271.6222048909556]}
{90020;0;[];0;90020;562.0273367146553;[257.3753154226001, -370.2205447950887, 184.8239291039638, 340.74834683615916, -359.79193239136697, -449.04613302316153]}
