JDE/rand/1/bin;DE;["30"];1;Sphere;6;[10000];
{30001;0;[];0;30001;15153.43815216941;[15.95276055171911, -55.94156202908292, 70.20763688493571, 2.447459632123824, -82.53160426280405, 4.787607219189695]}
{30002;0;[];0;30002;16801.679660659403;[-49.04983143250574, 62.455427529682936, 14.994088301380515, -18.851701309934427, 84.25756404541588, -53.06191519395773]}
{30003;0;[];0;30003;17651.382157673226;[78.2694929154473, -72.4596305011093, -20.703356259554795, 42.15043168431555, -25.755052247958773, -58.36317345891495]}
{30004;0;[];0;30004;17232.09274777373;[43.972385432346016, -20.16867962213618, -54.612914588977524, 67.54185408541844, 81.17165532126512, -27.539722378219224]}
{30005;0;[];0;30005;20878.858785605036;[-80.73960443433461, -31.838683041845343, -70.89588903645057, -2.4279596702789377, 17.54365394692971, -89.47832955142987]}
{30006;0;[];0;30006;18315.578311726418;[-26.704202887887334, -35.025085545699895, -65.52001532145141, 81.08111055744459, 20.469794706539247, -71.34196415915201]}
{30007;0;[];0;30007;5595.864863820644;[-17.707337683531605, -1.382218932502326, 41.98950251414581, -50.980268475377265, 1.2550898729156046, -30.277436830229874]}
{30008;0;[];0;30008;16051.203926357795;[-73.37523158504129, 29.227230239246836, 8.20048877119848, -87.06273591862691, 14.359630988404362, -44.268288027606694]}
{30009;0;[];0;30009;20320.385891785016;[-1.252066148742287, -31.988090848998937, 10.602835530874884, -94.57195287065612, 63.44116689536256, 78.83225366479604]}
{30010;0;[];0;30010;23645.076227997444;[96.24378265511794, -32.360930943995996, 10.508320345346462, 39.859151650443266, -61.996969574775605, -88.27332367958441]}
{30011;0;[];0;30011;14574.142966385876;[8.300237242201575, 57.20836459998608, 97.35376910094075, 15.40294716372945, -9.57975894196747, 37.758086909031476]}
{30012;0;[];0;30012;28830.270298994095;[84.46483195235083, 17.11485399406949, -80.61409438193199, -85.20537019930568, 44.02808526393463, 75.53796806367541]}
{30013;0;[];0;30013;24212.392324432563;[-29.963143380692173, -96.86667817891501, -79.9803577890373, 21.910942743541995, 24.74963678592148, -80.26180571576322]}
{30014;0;[];0;30014;15586.615971979118;[-71.65042025345795, -10.197901485919019, 59.245463954754484, 54.46016072571919, 52.48736042009753, -33.43619214879246]}
{30015;0;[];0;30015;27762.536511166072;[58.91469327054648, 78.13532438870422, 14.550640629707232, 70.0698289218588, -79.15951269730857, 82.45444798388172]}
{30016;0;[];0;30016;16318.627275906694;[-25.090886173576223, -38.47374177069185, 91.03322744541475, 43.96685244040364, -22.926289273317394, 58.84809723860906]}
{30017;0;[];0;30017;17706.302295459955;[-66.85392152312829, 24.117340953317353, 0.47766459039164033, -34.65821997518161, -95.40255851742295, 48.49887411890609]}
{30018;0;[];0;30018;10010.169597819213;[-23.604969961709557, -22.189122008040727, 8.316643561839214, 56.781547346084125, 73.12469137883525, 17.89096663230103]}
{30019;0;[];0;30019;23149.825183840698;[-62.49354286741886, 64.13081110520474, 79.46612586632304, -83.08496724185193, -41.154432564170065, 14.830950382446972]}
{30020;0;[];0;30020;20111.355002148804;[78.10746595644883, -41.53165551598341, 4.9268935553709525, 79.14831159735314, 71.02344398658582, -30.864887000916113]}
{30021;0;[];0;30021;17641.432661424788;[64.2521161860505, -38.2454296664555, -18.16193914734714, -37.7749609439753, 98.8898130478643, 22.68009047854325]}
{30022;0;[];0;30022;23790.406478552235;[91.12725415216929, -38.59638261156233, -47.7756098142208, 98.37559726441864, 31.97904157100811, -31.837448837619547]}
{30023;0;[];0;30023;17628.79406780271;[22.498342714281307, 77.66282096468774, -50.07649948961381, -4.7828132305459405, 91.30202015988507, -14.983821071831983]}
{30024;0;[];0;30024;27519.729057488137;[88.83223074333085, -33.20668552700509, -64.09332979130065, -83.8236569167517, 19.05431961260102, -83.83586581189151]}
{30025;0;[];0;30025;21597.661644323845;[-3.097613027522044, -32.962539816205634, 70.15358340640731, 65.77472037856867, 81.6681956969015, -67.7052738912899]}
{30026;0;[];0;30026;33161.38381902029;[71.28086501886062, 52.499348352103794, -74.23163670389047, -87.05008451054688, -87.37347070319863, 67.83851442973429]}
{30027;0;[];0;30027;10002.446629626893;[-55.04388764875661, -36.04434154570668, 57.10061586051086, -48.55329484878228, 3.8567747101120773, -6.375344789689748]}
{30028;0;[];0;30028;11837.57265514552;[-45.40582790358607, 52.829188527821316, 34.16332089659434, -66.06213469082891, 33.99764298372696, -17.25637343086595]}
{30029;0;[];0;30029;26745.03902568885;[38.79961136262256, -26.793754782820116, -86.55484708917973, -95.87604092836104, -10.889611345797817, 87.85888386751694]}
{30030;0;[];0;30030;39617.67549520603;[83.08539545958044, -73.38730736271735, 32.190297022603374, 89.858689593729, 95.25076072260302, -95.63100406479623]}
{30031;0;[];0;30031;22672.026988715406;[-31.523232760472602, -79.4618505824639, -54.05136783949315, 89.8355304784679, 5.399360569731805, -65.9014498385639]}
{30032;0;[];0;30032;16579.147659661343;[-1.9718325829471013, -60.955238480566265, 40.96604061347277, 100.0, -9.038531844210517, -33.163336627365425]}
{30033;0;[];0;30033;33485.05075261765;[78.2694929154473, -18.011183695775806, 100.0, 34.235110884694556, -76.56690979768015, 100.0]}
{30034;0;[];0;30034;34668.92567118854;[72.89939511127409, 89.93630353299146, 27.532056692405163, 80.5701295357578, -69.34050669964728, 95.9604052822521]}
{30035;0;[];0;30035;16638.196010835316;[-5.768895866637337, -60.87764411910186, -67.66669828311993, -2.4279596702789377, 17.54365394692971, -89.47832955142987]}
{30036;0;[];0;30036;33137.21996923304;[-56.93468466565535, -100.0, -71.35237706873296, 74.63115734409023, 50.365772059512445, -81.84118337504451]}
{30037;0;[];0;30037;15146.521005682705;[-17.707337683531605, 46.38485145886502, 41.98950251414581, -100.0, 1.2550898729156046, -30.277436830229874]}
{30038;0;[];0;30038;32403.132414771695;[58.171735164613146, 69.99301450737866, 8.20048877119848, 63.66248146901856, -100.0, 100.0]}
{30039;0;[];0;30039;23150.25858359462;[3.711721226094099, -99.50812310403994, -100.0, -29.863897917729993, 33.360445461402875, -35.06912353084664]}
{30040;0;[];0;30040;26697.017097009633;[-66.88590552757796, 100.0, 90.97743014633966, -44.92115477077892, 38.88185691379958, -20.41301055033238]}
{30041;0;[];0;30041;50307.78687247484;[-100.0, 100.0, 97.35376910094075, -100.0, -96.97606605387529, 37.758086909031476]}
{30042;0;[];0;30042;41050.46877101985;[-27.294431922940163, -100.0, -96.33664767756449, -32.011452189375056, 100.0, -100.0]}
{30043;0;[];0;30043;13854.403889038094;[-37.44227845994398, 21.450718926642267, 9.063757099333344, -100.0, 8.687810323996082, 42.83359183298607]}
{30044;0;[];0;30044;16527.184129629066;[58.48288714795895, -2.8133320383428924, -14.116595255879915, -51.771317705989574, -92.19038293469042, 41.47778802000533]}
{30045;0;[];0;30045;5839.9981021506455;[58.91469327054648, 12.959661527825148, 9.660992129935394, 40.752606771658094, -8.87924854901064, -19.187324192213595]}
{30046;0;[];0;30046;19911.478275169517;[-0.5685042765013719, -41.1212112066298, -32.95939785428942, 67.239759339957, -51.11451774148112, -100.0]}
{30047;0;[];0;30047;23346.485926463036;[-60.71376567865219, -29.241515008755933, -100.0, -34.65821997518161, -19.621735173650478, -84.96501445006942]}
{30048;0;[];0;30048;19380.81184791464;[-6.05135369538263, 7.7178754031951655, 52.744805169291325, -100.0, -50.06485799475686, 63.2148945047534]}
{30049;0;[];0;30049;28171.60964321756;[25.8220980777757, 64.13081110520474, -66.09856206186036, -100.0, -93.82478864977864, 14.830950382446972]}
{30050;0;[];0;30050;13431.151130085504;[-57.59218216568865, 20.724753008691074, 63.426453153637155, 33.31727196937452, 60.46829488079257, 29.923336032035344]}
{30051;0;[];0;30051;36046.69549307675;[22.820027588340032, 48.488234666231676, -56.34565584760374, -100.0, 100.0, 100.0]}
{30052;0;[];0;30052;17063.973313958933;[-17.58146877320688, -38.59638261156233, 100.0, -42.86472863548762, 13.76267137360341, 56.906839964153505]}
{30053;0;[];0;30053;24790.303841038134;[-76.55391458299229, 77.66282096468774, 50.97098273984995, -4.885895020297511, 27.857310349729957, -97.46971555990245]}
{30054;0;[];0;30054;10891.320510306929;[5.0723589089459225, -42.8736028494075, 61.338698386714114, -43.51612882918927, -57.194989316157, -10.004482654632756]}
{30055;0;[];0;30055;20968.799821209275;[12.438386135314047, -100.0, 98.24248566320738, 27.085021415409614, 10.60003761272742, -17.791604756405825]}
{30056;0;[];0;30056;27186.042071687138;[-76.13281538948402, -20.775356016858105, -75.29863000195355, -87.05008451054688, 14.298100478515074, -86.63823927211652]}
{30057;0;[];0;30057;18433.98849468795;[32.21796029508245, -100.0, -9.51560494274446, 54.945414624820785, -49.57956958775828, -42.7587708299154]}
{30058;0;[];0;30058;23501.174589598064;[100.0, -40.206756883649795, 24.540982807637086, 51.124536137766185, -69.12835542830732, -62.368932440825546]}
{30059;0;[];0;30059;12405.254524688853;[38.79961136262256, -33.270636737079215, -16.051928242864797, -95.87604092836104, 15.882526381398684, -9.527599133094945]}
