FA;FA;["20"];1;Sphere;6;[10000];
{40001;0;[];0;40001;17355.914726037467;[-72.25460138371005, 50.40782270084944, 27.989423553651818, -34.027333155639525, -1.0145853814064196, 87.4753799616303]}
{40002;0;[];0;40002;13402.627332546153;[-31.91109294783294, 54.900215543009324, 79.0298444202341, 16.41207907620381, -50.47711850849777, -17.52893810648939]}
{40003;0;[];0;40003;19031.30530185424;[9.454130879276846, 53.04320836045292, -79.12670504819377, 3.044372906658552, 42.25874023573874, -89.84563413717457]}
{40004;0;[];0;40004;19410.51917950966;[35.68460196771463, -37.95062877180266, 86.84287505814333, -67.81863827462078, 67.21773930050355, -6.1319666732337055]}
{40005;0;[];0;40005;24310.188151617025;[-54.54420409181016, 90.20613918715628, 45.66977869971913, -72.94306209428689, -35.767043720754515, 67.17343220247642]}
{40006;0;[];0;40006;20170.36957917678;[-19.984245507107133, 44.835925377357, 65.36343189029972, -45.68646518334971, -88.74124894057721, 59.38096254932006]}
{40007;0;[];0;40007;21906.85206120235;[-61.492813466769334, 28.263445214375736, -87.01848330221233, 83.18617793730652, -31.426195603944194, -42.97558855426475]}
{40008;0;[];0;40008;16094.357336254328;[-72.96118884686156, -62.705459010094145, -33.38510413994729, -6.086814253534143, 67.99474297958804, 32.621283076972105]}
{40009;0;[];0;40009;20335.048617773165;[10.68991477516947, -89.01214092183704, 80.07019789223779, -42.677612046125745, 7.745219269328246, -63.28514459485803]}
{40010;0;[];0;40010;28132.75046865996;[-99.50605421234447, 59.31989609785094, 90.92700272267712, 3.9088933597072355, 50.789515129848894, 62.04733235311289]}
{40011;0;[];0;40011;22055.226032982573;[0.24602184618001388, -86.8980729482727, 65.58283400815714, -2.325267424761819, 49.75171321687358, 87.87572173790818]}
{40012;0;[];0;40012;18485.42092021568;[-14.227349205827096, 44.48959569968625, 43.557771673002776, 60.53376872401816, 69.79608752860636, 76.61963759975865]}
{40013;0;[];0;40013;8882.462994677746;[-33.6058622088552, 52.903760561523654, -2.988737319379325, -25.00975901245974, 26.93905822799674, 59.95137766131148]}
{40014;0;[];0;40014;19652.189956658724;[-12.060194175047556, 63.31708553539755, 7.823145079929986, -88.16572765714514, -86.35975395335377, 14.327739433794065]}
{40015;0;[];0;40015;11159.01813773397;[19.12535319376154, 20.26098736973016, -16.43162743232287, -5.808468646459801, 21.985035891848298, 97.95740351037307]}
